"","participant","chooserandom_Instruction_1","chooserandom_Condition_1","chooserandom_Relevance_1","ID_Yapper_1","Anxiety_feelings_Pretest_1","Anxiety_feelings_Pretest_2","Anxiety_feelings_Pretest_3","Anxiety_feelings_Pretest_4","Anxiety_feelings_Pretest_5","Anxiety_feelings_Pretest_6","Anxiety_feelings_Pretest_7","Anxiety_feelings_Pretest_8","SoundCalibration_1","SoundProblem_1","count_Trial1_Irrelevant_1","Pleasure_Trial1_Irrelevant_1","Arousal_Trial1_Irrelevant_1","Control_Trial1_Irrelevant_1","count_Criticaltrial_Irrelevant_1","Pleasure_Criticaltrial_Irrelevant_1","Arousal_Criticaltrial_Irrelevant_1","Control_Criticaltrial_Irrelevant_1","IB_Criticaltrial_Irrelevant_1","IB_Feature_Criticaltrial_Irrelevant_1","IB_Color_Criticaltrial_Irrelevant_1","IB_Motion_Criticaltrial_Irrelevant_1","count_Dividedtrial_Irrelevant_1","Pleasure_Dividedtrial_Irrelevant_1","Arousal_Dividedtrial_Irrelevant_1","Control_Dividedtrial_Irrelevant_1","IB_Dividedtrial_Irrelevant_1","IB_Feature_Dividedtrial_Irrelevant_1","IB_Color_Dividedtrial_Irrelevant_1","IB_Motion_Dividedtrial_Irrelevant_1","IB_Fulltrial_Irrelevant_1","IB_Feature_Fulltrial_Irrelevant_1","IB_Color_Fulltrial_Irrelevant_1","IB_Motion_Fulltrial_Irrelevant_1","count_Trial1_Relevant_1","Pleasure_Trial1_Relevant_1","Arousal_Trial1_Relevant_1","Control_Trial1_Relevant_1","count_Criticaltrial_Relevant_1","Pleasure_Criticaltrial_Relevant_1","Arousal_Criticaltrial_Relevant_1","Control_Criticaltrial_Relevant_1","IB_Criticaltrial_Relevant_1","IB_Feature_Criticaltrial_Relevant_1","IB_Color_Criticaltrial_Relevant_1","IB_Motion_Criticaltrial_Relevant_1","count_Dividedtrial_Relevant_1","Pleasure_Dividedtrial_Relevant_1","Arousal_Dividedtrial_Relevant_1","Control_Dividedtrial_Relevant_1","IB_Dividedtrial_Relevant_1","IB_Feature_Dividedtrial_Relevant_1","IB_Color_Dividedtrial_Relevant_1","IB_Motion_Dividedtrial_Relevant_1","IB_Fulltrial_Relevant_1","IB_Feature_Fulltrial_Relevant_1","IB_Color_Fulltrial_Relevant_1","IB_Motion_Fulltrial_Relevant_1","Emotion_1","Emotion_2","Emotion_3","Emotion_4","Emotion_5","Emotion_6","Emotion_7","Emotion_8","Check_sound_1","Check_Uncomfort_1","Check_Volume_1","Connaissance_1","Connaissance_Task_1","Connaissance_IB_1","Subjective_SES_1","PESS_1","PESS_2","PESS_3","PESS_4","PESS_5","PESS_6","PESS_7","PESS_8","Pay_Distance_1","Household_Nb_1","Pay_Next_1","Pay_Month_1","Age_1","Gender_1","Town_Country_1","Town_Country_2","Writing_Script_1","Writing_Script_other","Etudes_1","CSP_1","CSP_other","Game_Feelings_1","TIME_start","TIME_end","TIME_total"
"786","s.52e0909b-93a9-4543-a2e8-5f968eab3db4.txt",1,2,1,"XXXX",1,1,3,3,2,6,1,1,3,NA,10,4,2,9,10,2,2,9,1,3,2,2,8,5,2,9,2,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,6,2,2,1,1,2,1,1,2,3,5,6,3,6,3,5,3,5,16,2,"1700","1700",42,2,"Saint Laurent du Var","France",1,NA,2,6,NA,"J'étais attentif et j'attends de connaître la suite.~~","2023-09-18-15-33","2023-09-18-15-48",15
"787","s.3ddaa28f-f3be-4dfc-ae5c-17481494eedf.txt",1,1,1,"XXXX",1,2,4,4,3,5,3,3,2,NA,10,5,2,8,7,6,2,7,2,NA,NA,NA,8,6,1,7,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,6,1,2,2,NA,NA,1,2,1,3,7,7,7,7,7,7,7,7,0,1,"0","2000",47,2,"Frouard","France",1,NA,6,9,NA,"Je n'ai rien ressenti de particulier puisqu'il faut être concentré.","2023-09-11-16-02","2023-09-11-16-14",12
"788","s.35ac9a42-4131-4f52-8a7a-7bae872c32d1.txt",1,2,2,"XXXX",1,1,5,1,1,6,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,6,9,18,3,3,8,1,3,4,4,19,3,2,8,1,3,4,2,1,3,4,2,1,2,1,1,2,7,2,2,1,1,2,1,1,1,6,3,2,1,2,1,2,2,2,3,5,"300",NA,35,2,"Amiens","France",1,NA,10,3,NA,"Nécessité de concentration en raison de l'élément sonore perturbateur","2023-09-15-15-39","2023-09-15-15-46",7
"789","s.ceae6343-99c5-440e-9dfa-6c0a77ec44e7.txt",2,2,1,"XXXX",5,5,4,5,6,3,5,5,2,NA,11,3,3,4,12,4,6,4,2,NA,NA,NA,8,3,7,3,2,NA,NA,NA,2,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,5,6,6,6,6,1,1,2,1,1,2,7,3,3,3,3,3,3,3,6,20,2,"3000","3000",51,2,"NIORT","france",1,NA,8,3,NA,NA,"2023-09-05-15-27","2023-09-05-15-36",9
"790","s.69d508b5-0ef4-4df4-945c-9275c4d5ec1d.txt",1,1,2,"XXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-13-12-45",NA,NA
"791","s.6fb462d3-ef38-4530-912e-6dc2e1153941.txt",2,1,2,"XXXX",1,3,5,1,1,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,4,2,18,5,6,4,1,3,2,4,20,4,6,4,1,3,2,2,1,3,2,2,2,2,3,1,2,4,2,2,2,NA,NA,1,1,1,4,6,4,1,3,3,3,4,4,13,3,"1400","3400",34,1,"Bréauté","France",1,NA,5,5,NA,"Je ne comprends pas pourquoi on a demandé de vérifier le son.","2023-09-14-16-44","2023-09-14-17-01",17
"792","s.b6621c6a-ae2e-4991-8ff0-63880f9cebc8.txt",2,1,2,"XXXX",1,1,2,1,1,7,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,1,9,18,5,1,9,1,3,2,4,17,5,1,9,1,3,2,2,1,3,2,2,1,1,1,1,1,7,1,1,2,NA,NA,1,1,1,3,3,1,3,2,2,4,3,5,25,1,"2100","3200",41,2,"Illkirch-Graffenstaden","France",1,NA,5,5,NA,"pourquoi faire un test de son si il n'y a pas de son?~~Et pourquoi ces exercices aurrais une influence sur mes émotions?~~Bonne étude a vous.","2023-09-15-09-34","2023-09-15-09-45",11
"793","s.7c1ba4db-086d-43c7-a8b1-63899471287d.txt",1,1,2,"XXXX",1,1,7,1,2,7,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,4,6,18,5,3,9,1,3,4,4,23,5,1,9,1,3,4,2,1,3,4,2,1,1,7,1,1,7,1,1,2,NA,NA,2,2,2,8,2,1,1,1,1,1,2,1,7,4,"2500","7500",43,1,"isles sur suippe","france",1,NA,8,3,NA,"tache de logique peu fatiguante","2023-09-18-12-29","2023-09-18-12-37",8
"794","s.e819bd5b-b019-4ced-ae5e-72c54916c06c.txt",1,2,1,"XXXX",2,3,3,2,5,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-07-09-31",NA,NA
"795","s.9b099dc5-8911-4fc1-ac0b-d8af264026d3.txt",1,1,2,"XXXX",4,6,4,4,5,3,7,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,6,8,6,17,5,7,5,2,NA,NA,NA,25,5,7,5,1,3,4,4,1,3,4,4,4,7,3,3,5,3,7,5,2,NA,NA,1,1,1,4,7,7,7,7,7,7,7,7,10,1,"1530","1530",30,1,"le grand serre","france",1,NA,3,5,NA,"cela demander beaucoup d'attention , mais très bon exercice","2023-09-18-08-57","2023-09-18-09-06",9
"796","s.dd093bc4-d8b0-4a26-8cdc-9e47d3f4162b.txt",1,2,1,"XXXX",5,6,4,4,6,5,5,5,3,NA,23,4,4,4,20,4,4,4,2,NA,NA,NA,25,7,4,4,2,NA,NA,NA,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,5,4,5,1,1,1,1,1,1,2,4,6,6,4,5,3,4,4,11,4,"500","500",39,2,"Vernouillet","France",1,NA,5,5,NA,"Rien de spécial","2023-09-05-13-23","2023-09-05-13-29",6
"797","s.349d2cb2-6361-4c95-a5a3-c7f82608c132.txt",1,2,1,"XXXX",1,2,4,2,2,5,2,2,3,NA,10,7,6,7,11,6,6,7,2,NA,NA,NA,8,7,6,7,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,1,1,4,1,2,1,1,2,1,1,2,5,5,4,4,5,4,4,4,4,15,1,"300","1000",64,1,"MARANS","FRANCE",1,NA,3,11,"au foyer","j'ai bien aimé (se concentrer sur l'image en essayant de ne pas etre perturbés par les bruits)","2023-09-24-00-19","2023-09-24-00-38",19
"798","s.40f72604-3775-45ec-acc8-e03e8860ce11.txt",2,2,2,"XXXX",1,6,4,5,5,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,3,9,19,5,3,9,1,3,2,2,20,5,3,9,1,3,2,2,1,3,2,2,1,3,3,3,3,5,1,3,1,1,2,1,1,2,3,4,6,6,4,5,7,6,7,7,2,"1800","1800",26,1,"Villers cotterets","France",1,NA,6,4,NA,"Rien de spécial","2023-09-25-18-09","2023-09-25-18-17",8
"799","s.14209017-991f-4bd8-a4d6-00bf96ee3bf0.txt",1,2,1,"XXXX",2,1,4,1,1,6,1,2,3,NA,10,4,5,7,10,5,5,8,2,NA,NA,NA,8,6,7,8,1,3,2,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,2,5,2,3,1,1,2,1,1,1,7,2,5,2,4,1,3,5,4,5,2,"2100","4000",55,1,"Saint Maixent l'école","France",1,NA,2,5,NA,"Rien de particulier","2023-10-25-15-38","2023-10-25-15-56",18
"800","s.411b99f9-062f-444b-9cb3-987bb42b3ff7.txt",1,2,1,"XXXX",2,4,4,4,5,2,4,2,3,NA,10,4,6,6,10,4,5,7,2,NA,NA,NA,8,4,4,6,1,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,5,3,6,4,1,1,1,2,1,2,2,6,4,4,1,3,1,4,4,2,0,1,"0","1000",25,1,"/","france",1,NA,4,10,NA,"confusion au départ","2023-09-09-13-20","2023-09-09-13-33",13
"801","s.339aabc8-7985-454c-ab76-f5e524aa06cd.txt",2,1,2,"XXXX",1,1,7,1,1,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,5,5,18,5,5,5,1,3,4,6,19,5,5,5,2,NA,NA,NA,2,3,2,6,1,1,6,1,1,4,4,1,2,NA,NA,2,2,1,5,7,7,1,7,5,6,7,7,7,4,"112","2000",34,1,"Antibes","France",1,NA,7,9,NA,"Ras","2023-09-29-09-56","2023-09-29-10-08",12
"802","s.99880f21-f96f-49d8-bcbc-f2c8f0e6f319.txt",1,1,1,"XXXX",6,6,2,4,5,4,5,3,3,NA,29,2,6,6,12,7,7,8,2,NA,NA,NA,8,9,8,8,2,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,7,1,1,2,NA,NA,2,1,2,8,5,7,6,6,6,7,6,7,14,4,"3000","9000",52,2,"LE PLESSIS-ROBINSON","FRANCE",2,"CHINOIS",11,3,NA,NA,"2023-09-05-17-10","2023-09-05-17-16",6
"803","s.8e39094b-d207-4dbf-b584-36ce7112e615.txt",2,2,2,"XXXX",5,2,6,4,5,6,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,6,6,9,17,8,7,8,2,NA,NA,NA,18,8,9,8,1,3,2,2,1,3,2,2,4,4,4,5,3,4,5,5,1,1,1,1,1,2,8,5,3,4,4,5,5,5,5,2,6,"2000","2000",36,2,"feurs","France",1,NA,2,5,NA,"une belle experience","2023-10-25-15-11","2023-10-25-15-15",4
"804","s.c33303ef-f1e2-4b4c-a4b3-4d8b0aaa28e5.txt",2,2,2,"XXXX",7,2,2,1,3,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,1,8,17,9,1,9,1,3,2,2,17,9,1,9,1,3,2,2,1,3,2,2,1,1,1,1,1,7,1,1,1,2,2,2,2,2,4,4,7,7,7,7,7,7,7,22,4,"1900","2000",38,1,"CANNES","FRANCE",1,NA,5,5,NA,"Un sentiment d'inquiètude avec le bruit de l'alarme et le son des cris/hurlements","2023-09-06-08-58","2023-09-06-09-09",11
"805","s.e1deb022-3c1c-4f46-8e7b-be9c31fdd3c3.txt",1,2,2,"XXXX",1,2,4,1,3,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,2,8,18,7,2,8,1,3,4,2,19,8,2,8,1,3,4,2,2,3,4,2,1,1,1,1,1,7,1,1,1,2,2,1,2,1,6,1,1,1,7,1,1,1,1,5,2,"1000","2500",61,2,"arnéguy","france",1,NA,2,7,NA,"de la curiosité","2023-09-05-15-49","2023-09-05-15-59",10
"806","s.69e0411b-22f8-46a7-8937-cf29d0a8d34a.txt",1,1,2,"XXXX",3,3,3,5,2,6,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5,3,6,17,4,4,7,1,3,4,7,19,7,4,6,1,3,4,2,1,3,4,2,2,4,3,3,3,3,4,4,2,NA,NA,1,1,1,4,6,6,6,7,7,6,6,6,5,1,"1300","1400",31,1,"Canals","France",1,NA,6,5,NA,"De la curiosité et du lâcher prise au moment d'être concentré puis de la frustration de ne pas arriver à tout compter","2023-09-24-22-30","2023-09-24-22-39",9
"807","s.68ecdfd2-86ec-475c-afbe-b1b649fd266e.txt",2,1,2,"XXXX",5,5,5,1,5,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,1,0,8,8,1,2,NA,NA,NA,4,8,8,8,2,NA,NA,NA,2,6,7,7,1,1,6,1,1,7,1,1,2,NA,NA,1,1,1,1,7,1,7,7,7,7,7,7,15,2,"600","600",45,1,"SAINT DIE","FRANCE",1,NA,2,6,NA,"RIEN","2023-09-19-22-01","2023-09-19-22-11",10
"808","s.e94e46d4-19c7-47dd-95c5-af21da659cda.txt",2,2,2,"XXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-26-10-17",NA,NA
"809","s.1ee5741f-66c3-4e7e-97e8-df3f26541343.txt",2,2,2,"XXXX",1,4,5,1,3,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-14-19-20",NA,NA
"810","s.9cc5127c-e5c1-4240-8f47-6fea97ad4218.txt",1,2,1,"XXXX",1,1,5,1,1,7,1,1,2,NA,10,5,4,8,11,5,4,8,1,3,2,2,8,4,4,8,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,2,6,2,2,1,2,2,1,1,1,4,5,5,4,6,6,5,5,6,4,1,"1300","1300",36,2,"rennes","france",1,NA,2,5,NA,"pas grand chose","2023-09-22-13-44","2023-09-22-13-51",7
"811","s.e66c94f2-f376-4468-8661-8a4042033f76.txt",1,2,2,"XXXX",7,7,3,7,7,3,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,9,1,18,1,9,2,2,NA,NA,NA,16,1,8,3,1,3,4,4,1,3,4,2,7,7,2,7,7,2,7,7,1,1,1,2,2,1,4,7,7,7,7,7,7,7,7,31,5,"1600","1000",33,1,"Ezanville","France",1,NA,3,5,NA,"Stressé","2023-10-22-13-15","2023-10-22-13-24",9
"812","s.853b5f7c-1620-4621-8595-91aef0c5ef0e.txt",2,1,1,"XXXX",1,1,7,1,1,4,1,1,3,NA,10,9,2,9,0,5,1,7,1,6,7,4,8,5,3,6,1,1,3,1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,4,3,2,2,NA,NA,2,1,1,8,2,7,1,2,2,2,3,2,1,1,"800","3000",23,2,"Gagny","France",1,NA,3,8,NA,"j'ai fait travailler mon cerveau","2023-10-04-20-59","2023-10-04-21-18",19
"813","s.939ee6e7-241b-46c4-a171-ffb5713448b1.txt",1,1,2,"XXXX",1,1,6,1,1,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,6,4,9,12,4,7,4,1,5,6,6,12,4,8,4,2,NA,NA,NA,1,3,4,2,2,2,6,2,2,7,2,2,2,NA,NA,1,1,1,7,5,7,7,7,7,6,7,7,24,1,"1300","1300",37,2,"Saint cyr au mont d'or","France",1,NA,2,6,NA,"Serenite","2023-09-08-12-06","2023-09-08-12-15",9
"814","s.bd5ff37f-96c2-4935-9bf5-70ea7742606a.txt",1,2,2,"XXXX",5,2,1,5,5,2,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,6,4,13,4,6,4,2,NA,NA,NA,15,4,5,4,2,NA,NA,NA,1,3,4,2,2,2,1,5,5,2,5,5,1,1,2,1,1,1,3,4,6,3,4,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-05-12-16",NA,NA
"815","s.5fa9cc37-7722-4488-ac43-ed5bbfcc7507.txt",1,1,1,"XXXX",1,3,4,2,2,7,2,2,3,NA,19,6,3,9,11,7,1,9,2,NA,NA,NA,8,7,1,9,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,7,4,2,2,NA,NA,1,2,2,8,1,1,1,1,1,2,2,5,25,1,"1200","2000",22,2,"Lille","France",1,NA,8,8,NA,"curieux","2023-09-05-13-07","2023-09-05-13-15",8
"816","s.4d49ba03-150e-44df-8f12-417c899294a6.txt",2,1,2,"XXXX",1,2,4,1,4,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,3,7,17,6,4,6,1,3,2,2,14,6,6,5,1,3,2,5,1,3,2,2,1,5,3,1,3,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-10-22-18-42",NA,NA
"817","s.a6ef9a63-b518-4e94-aa09-4c9a9b3df0ff.txt",1,2,1,"XXXX",1,1,7,1,1,7,1,1,2,NA,5,1,4,7,2,4,4,6,2,NA,NA,NA,2,6,6,6,2,NA,NA,NA,2,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,1,5,4,4,5,1,1,1,1,1,1,5,4,5,3,2,4,5,4,5,16,3,"3500","2500",57,1,"saint just sur dive","France",1,NA,2,9,NA,"je n'ai pas trop aimé la femme qui crie","2023-09-14-17-29","2023-09-14-17-35",6
"818","s.c012c301-ce3a-45ef-af4d-83da8ec7bb4c.txt",2,2,2,"XXXX",5,5,3,5,5,3,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,4,6,14,3,4,4,1,3,2,4,20,3,4,4,1,3,2,2,1,3,2,2,3,4,4,4,4,5,4,4,1,1,2,1,2,2,4,3,5,4,6,2,6,3,3,7,1,"1300","1300",52,2,"Nantes","FRance",1,NA,5,5,NA,"Quand on demande de compter des éléments par rapport à d'autres, on se doute que c'est pour divertir notre attention.","2023-09-05-13-55","2023-09-05-14-05",10
"819","s.1e37e9ce-8fc4-4845-9546-75074e499ae9.txt",1,1,1,"XXXX",2,3,5,2,2,5,2,3,3,NA,10,5,4,5,10,5,4,4,2,NA,NA,NA,8,5,5,5,2,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,7,1,1,2,NA,NA,1,1,1,5,2,2,2,3,5,2,3,6,15,1,"1500","1700",28,1,"melun","france",1,NA,0,5,NA,"bien","2023-09-18-16-19","2023-09-18-16-26",7
"820","s.ef5153f1-cc8d-47e3-9a68-4236711ee868.txt",1,2,1,"XXXX",3,3,3,3,3,5,3,4,2,NA,10,5,5,8,11,5,2,8,2,NA,NA,NA,8,5,2,8,1,3,2,4,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,6,2,2,1,2,2,1,1,2,6,4,6,6,6,5,4,6,6,15,5,"2100","3800",52,1,"Saint-Savin (33920)","france",1,NA,2,4,NA,"rien","2023-09-14-16-50","2023-09-14-17-02",12
"821","s.606d04e8-670a-4fe7-96a3-a16d87e7f403.txt",2,2,2,"XXXX",1,4,5,3,2,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,7,7,18,3,7,5,2,NA,NA,NA,15,3,6,3,1,3,2,2,2,6,7,7,2,5,3,2,5,3,4,6,1,1,2,1,1,1,4,6,5,3,4,4,7,5,5,10,1,"1650","1650",31,1,"RENNES","FRANCE",1,NA,8,4,NA,NA,"2023-09-17-17-11","2023-09-17-17-22",11
"822","s.28f22553-9434-47be-b438-b34054db010f.txt",1,2,2,"XXXX",2,3,2,3,3,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,6,6,19,2,7,6,1,3,4,2,20,3,7,5,1,3,4,2,1,3,4,2,1,4,1,2,4,1,3,4,1,1,2,1,1,2,5,4,2,3,1,2,5,3,3,29,1,"972","972",24,2,"Callian","France",1,NA,5,9,NA,"C'était stressant et les cris assez réalistes, pas très agréable","2023-09-06-12-06","2023-09-06-12-16",10
"823","s.6bc4177e-b39c-4886-b175-ac87b2dcf1e4.txt",2,1,1,"XXXX",2,3,4,1,4,6,3,2,3,NA,18,5,5,5,17,5,5,5,1,3,4,2,8,5,5,6,1,3,4,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,4,1,1,2,NA,NA,1,1,2,7,2,5,2,2,2,2,6,5,30,4,"3500","5000",36,2,"lille","france",1,NA,8,5,NA,"je n'ai rien resenti de particulier","2023-10-11-11-58","2023-10-11-12-07",9
"824","s.e5ceccee-5b43-40ad-bc08-29830778638b.txt",2,2,2,"XXXX",1,1,5,1,1,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,5,5,16,5,5,5,2,NA,NA,NA,12,5,5,5,2,NA,NA,NA,1,3,4,2,1,1,1,1,1,6,1,1,1,1,2,1,2,1,5,7,7,5,7,7,7,7,7,14,1,"500","1500",30,1,"BOISSY SAINT LEGER","FRANCE",1,NA,8,5,NA,"LE CALME","2023-10-16-13-47","2023-10-16-13-59",12
